Date,Open,High,Low,Close,Volume
2020-01-02,42.6324588411017,43.34855142074624,42.60747672519308,43.3318977355957,7808000
2020-01-03,42.649122866434276,42.8406355275487,42.324383868180846,42.632469177246094,6706000
2020-01-06,42.19114355593653,42.49923196251359,42.01628462876508,42.48257827758789,7476700
2020-01-07,42.49923317808604,42.62413105405273,42.224452133501025,42.39931106567383,4538100
2020-01-08,42.43262161755507,43.123735319905045,42.382663733969444,42.940547943115234,6185200
2020-01-09,43.44014321034792,43.50675795292183,43.14871165250144,43.34855270385742,7308000
2020-01-10,43.42348420684448,43.689936772286856,43.231968447590454,43.47344207763672,7686800
2020-01-13,43.4734515915385,43.94807052612305,43.35687896569189,43.94807052612305,8334200
2020-01-14,44.18121644425229,44.33942168800424,43.864802780382746,44.01468276977539,9602000
2020-01-15,43.69826977968102,44.081295013427734,43.39018454178612,44.081295013427734,11342500
2020-01-16,46.67088561003256,47.76167820725039,46.33782142311123,46.99562454223633,34590700
2020-01-17,46.845742301565096,47.9365348465126,46.77913073791914,47.886573791503906,15403900
2020-01-21,46.52934075845493,47.02893869910105,45.9464743767903,46.562644958496094,20833900
2020-01-22,46.77912499894244,47.05390282686575,46.504343994653894,46.512672424316406,10276800
2020-01-23,45.97977558863864,46.33782189609899,45.63005453598085,46.23789978027344,10064500
2020-01-24,46.23789796646187,46.30451270773242,45.04718646535918,45.4218864440918,9752000
2020-01-27,44.13125330939888,44.70579112408627,44.014680695668005,44.22284698486328,10649100
2020-01-28,44.797388196702855,45.33029342923647,44.44767032898982,44.98057556152344,9232900
2020-01-29,45.363599322927044,45.42188563231424,44.69746780395508,44.69746780395508,9027800
2020-01-30,44.09401408130111,45.14167644515179,43.91800757150503,45.108150482177734,8685900
2020-01-31,44.58852260479273,44.6555713512126,43.49057100690503,43.80067825317383,11286900
2020-02-03,44.11915447060772,44.91537846174179,44.06886872618999,44.085628509521484,8375100
2020-02-04,45.04948425674734,45.761893426573906,45.0327212742887,45.275779724121094,9375100
2020-02-05,45.97980260376158,46.22286101977518,45.57750067236572,46.08876037597656,8237500
2020-02-06,46.45753835923644,46.507827301793306,45.77027213035097,46.10552215576172,6976900
2020-02-07,45.77027472403344,46.189339677452956,45.611027995518434,46.12228775024414,7588000
2020-02-10,45.82893841632778,46.398866944767,45.77864947656732,46.39048385620117,5115100
2020-02-11,46.717369867419286,47.1448147813299,46.67546080762153,46.750892639160156,7120800
2020-02-12,47.119661826041074,47.488437814021935,47.027467029742944,47.08613586425781,7130000
2020-02-13,46.76764439851163,46.92689111421113,46.516206086137,46.87660217285156,5718400
2020-02-14,46.8514592904696,47.0358456809909,46.54973203680178,46.801170349121094,4579300
2020-02-18,46.76764576725647,46.90174641759509,46.04685357273197,46.5329704284668,6897800
2020-02-19,46.81793597386897,47.29566975342177,46.507828811067206,47.19509506225586,6075300
2020-02-20,45.25901673782703,46.524591539833736,44.91538359048386,45.04948425292969,58533500
2020-02-21,44.83995441429332,44.9153862411965,43.658191257618185,43.93477249145508,29536400
2020-02-24,42.166320822010995,42.31718447553757,41.24437591743611,41.63829803466797,28670400
2020-02-25,41.889724754801094,42.032208475645064,39.861452283158215,40.25537109375,25568400
2020-02-26,40.414609247494276,40.69119034550153,39.299895374831635,39.59324264526367,22286100
2020-02-27,38.33606316236226,39.568111945422956,37.84994628405733,38.059478759765625,26815200
2020-02-28,36.768762811599004,38.176821490614074,36.617899153332225,37.74099349975586,36978800
2020-03-02,37.80803891426264,38.956275939941406,37.212967474412714,38.956275939941406,23234100
2020-03-03,38.86408454660763,39.325055375636325,36.76037979726735,37.21297073364258,30206600
2020-03-04,37.84994027126344,37.984040906525216,37.053716350616696,37.9169921875,21938100
2020-03-05,36.46702746266583,36.827423545008116,35.31879049185125,35.69594955444336,23950200
2020-03-06,33.952641777259,35.402609357736516,33.81016122499686,35.06735610961914,30898400
2020-03-09,30.885081154180224,32.703824441689456,30.885081154180224,31.429866790771484,28177500
2020-03-10,33.36595009412223,33.5168137211567,31.052709944401442,33.10612869262695,27111000
2020-03-11,32.04169905677329,32.569721679627165,30.541446079178804,30.90184211730957,27376200
2020-03-12,28.420984091436036,29.259113971097626,26.15803277690739,26.241846084594727,27964600
2020-03-13,28.722707981525065,31.446629770058596,27.716951604778103,31.429866790771484,33305100
2020-03-16,26.04069443856969,29.560840482461842,25.445623006576835,26.526809692382812,26789900
2020-03-17,27.13026001301968,29.435116902042136,25.236088121905137,28.320405960083008,27047400
2020-03-18,26.26699399881749,27.524188983067443,22.79713635384157,25.772497177124023,27603000
2020-03-19,25.437238596728974,27.574470449018232,24.087849168338835,25.91497230529785,23929600
2020-03-20,26.191558519828035,26.359185133797283,24.465011429810612,24.867313385009766,27472500
2020-03-23,24.431489739329766,24.967894038656134,23.266489524225726,23.308395385742188,26401000
2020-03-24,25.21932523826434,27.976772985094463,24.641015241762776,27.84267234802246,25905500
2020-03-25,28.412599582528326,29.736842914661583,27.0296842269178,28.4880313873291,27198500
2020-03-26,28.328787196939547,30.885082501312766,27.9348683567505,29.929615020751953,26422500
2020-03-27,28.194684148909523,29.10824570010074,27.758856297246524,28.504791259765625,33375400
2020-03-30,28.10249388031875,29.619510115573917,27.633143193282898,29.2004451751709,18046400
2020-03-31,28.940621970810327,29.577602431256846,28.26173885556979,28.496414184570312,17122600
2020-04-01,26.551956277940562,27.163790739482817,26.116128333305273,26.50166893005371,23755100
2020-04-02,26.266989797373657,28.496415084955217,26.191557982495603,28.4126033782959,21656000
2020-04-03,28.127639879202025,28.747854198980136,27.54094832468983,28.370695114135742,16926500
2020-04-06,30.11400369209677,31.429867210186323,29.963140073710964,31.019182205200195,18788700
2020-04-07,33.24023022551629,33.24023022551629,30.893467249488808,30.96051597595215,19536700
2020-04-08,31.60587414760886,33.34080258644676,31.387961805299852,32.997169494628906,15376700
2020-04-09,33.743104759552935,35.07573128596247,33.676056037271664,34.43037414550781,21902200
2020-04-13,34.26274380699533,34.36331847805344,32.89659146984385,33.17317581176758,13369900
2020-04-14,33.95264234299943,34.170557917070354,32.15904478927284,33.407859802246094,14471900
2020-04-15,32.02495350597407,33.030710364416024,31.505313688044005,32.184200286865234,15590100
2020-04-16,31.731600309641482,32.53620429154895,31.0694768840832,32.150665283203125,27913000
2020-04-17,33.14803978307653,33.609010628650175,32.008182508573775,32.76250076293945,25074500
2020-04-20,32.00818152964192,33.139658876585564,31.698074344425667,32.150665283203125,16573800
2020-04-21,31.2622467943091,31.9662760869255,30.64203241582088,30.968902587890625,14134900
2020-04-22,31.739973468825614,31.999794848310046,31.379577412242284,31.689687728881836,10449000
2020-04-23,31.93274746339528,32.175805898318266,31.245481210808194,31.404727935791016,8694800
2020-04-24,31.823793411254883,32.00817981564417,31.228718750781717,31.823793411254883,8567500
2020-04-27,32.38535051578918,33.14804887224027,32.125532199208486,32.9468994140625,11619400
2020-04-28,34.00292743826858,34.68181376136673,33.3910930372001,33.634151458740234,12778400
2020-04-29,34.75022530044379,34.97005822375386,34.28519858237808,34.488121032714844,15880400
2020-04-30,33.73561813045317,33.9131732344779,32.97466307700077,33.33823013305664,13431700
2020-05-01,32.42508747110952,32.73792637332145,32.05306675335553,32.46736526489258,12806200
2020-05-04,32.12915429193501,32.31516621731355,31.427384373710147,32.20524978637695,13985100
2020-05-05,32.95775162328331,33.23676954300761,32.04460881171968,32.112247467041016,8951200
2020-05-06,32.5265415158151,32.66182203347137,31.325924099441487,31.53730010986328,7817800
2020-05-07,31.926228860973833,33.09302525629863,31.926228860973833,32.81401062011719,9348900
2020-05-08,33.40586939396224,33.96390203479553,33.14376515719274,33.88780975341797,12096400
2020-05-11,33.29595603122491,33.87089914062681,33.22831414760467,33.67643356323242,10106400
2020-05-12,33.794794275904835,33.879343381674595,32.42507553997487,32.48426055908203,13605600
2020-05-13,32.255982606783846,32.365895817202336,30.945448675506107,31.275197982788086,11565900
2020-05-14,30.65797397146257,32.10378827925707,30.04075643144492,31.968507766723633,14986600
2020-05-15,31.503481331850686,31.968511166903028,31.300562154138916,31.52884864807129,9175800
2020-05-18,32.907014070502576,34.369738826077075,32.70409491707219,34.05690002441406,14722400
2020-05-19,33.90470878900492,34.28518623047262,33.21985261970483,33.2536735534668,8895500
2020-05-20,33.879349652918116,34.87704476731973,33.85398556156049,34.716400146484375,12031600
2020-05-21,34.47119463057749,34.60647512650781,33.684875740063326,34.07380676269531,9654200
2020-05-22,34.01462188522004,34.2767292582346,33.65105494618173,33.93007278442383,6468900
2020-05-26,35.40124666797073,37.02461580004308,35.130685683515566,36.9400634765625,19709900
2020-05-27,38.70718091934165,39.67105518320503,38.30979614190655,39.62032699584961,25892400
2020-05-28,39.950071779025244,40.00925681252234,37.43892337794837,37.54038619995117,17615900
2020-05-29,37.21062523548547,37.87012047099475,36.79633013050258,37.371273040771484,13102100
2020-06-01,37.64184585732712,38.106872503558215,37.15990874073495,37.794036865234375,8649500
2020-06-02,38.19987537900466,39.11301812702937,37.94622479485013,38.53807830810547,11179200
2020-06-03,39.72178650629009,40.152995449893545,39.26521346906614,39.662601470947266,11253500
2020-06-04,39.493489800936025,41.21831867977155,39.47657933443666,41.16758728027344,15279600
2020-06-05,43.374353875482804,43.83938042312992,41.63261772698543,41.877811431884766,17976100
2020-06-08,42.714866551643375,42.85014707556588,41.75099241552775,42.40203094482422,12150300
2020-06-09,41.19296739056797,42.858608541468,41.06614046509081,42.6134147644043,15090400
2020-06-10,42.30056273299775,42.697950632378735,41.099948639617644,41.16758728027344,14770900
2020-06-11,39.003103881606634,39.907792983800526,37.5741999306831,37.68411636352539,17961900
2020-06-12,39.53576631424675,39.696414141283014,38.149140245982124,39.12992477416992,14093100
2020-06-15,37.760203171809984,40.45735938931736,37.7094717778602,40.07688522338867,14758800
2020-06-16,41.801723355368225,41.9370038882202,39.66259892172689,41.057682037353516,13551500
2020-06-17,41.176047220798395,41.2436858665376,40.2967222487952,40.38127136230469,8674400
